id,persona,origem,categoria,tipo_resposta_esperada,criticidade,pergunta,resposta_esperada,criterio_de_aceite,fontes_referencia,respostas 
189,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,O sistema deixa mudar a primeira opção várias vezes?,"Sim. Durante o período de inscrição, o candidato pode alterar as opções quantas vezes quiser. Ao final do prazo, vale a última inscrição confirmada no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
190,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Quantas vezes posso mexer na minha inscrição antes do prazo acabar?,"Sim. Durante o período de inscrição, o candidato pode alterar as opções quantas vezes quiser. Ao final do prazo, vale a última inscrição confirmada no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
191,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,"Depois que fecha, ainda dá para trocar curso?","Não. Depois do encerramento do prazo de inscrição, não é possível alterar curso, instituição ou modalidade no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
192,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Encerraram as inscrições. Posso mudar a modalidade agora?,"Não. Depois do encerramento do prazo de inscrição, não é possível alterar curso, instituição ou modalidade no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
193,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,"Se perdi o prazo final de alteração, consigo editar pelo suporte?","Não. Depois do encerramento do prazo de inscrição, não é possível alterar curso, instituição ou modalidade no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
194,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,"Depois do fechamento, vale pedir mudança manual da opção?","Não. Depois do encerramento do prazo de inscrição, não é possível alterar curso, instituição ou modalidade no sistema.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
195,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Como eu salvo prova de que me inscrevi?,"Sim. Após concluir a inscrição, o sistema permite emitir ou imprimir um comprovante. Se o candidato alterar as opções depois, deve gerar um novo comprovante atualizado.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
196,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,O Sisu gera comprovante da inscrição?,"Sim. Após concluir a inscrição, o sistema permite emitir ou imprimir um comprovante. Se o candidato alterar as opções depois, deve gerar um novo comprovante atualizado.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
197,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Dá para imprimir um comprovante depois de escolher o curso?,"Sim. Após concluir a inscrição, o sistema permite emitir ou imprimir um comprovante. Se o candidato alterar as opções depois, deve gerar um novo comprovante atualizado.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
198,Alunos da jornada do ensino médio,gerado,inscricao,informar,baixa,Tenho como baixar um recibo da inscrição?,"Sim. Após concluir a inscrição, o sistema permite emitir ou imprimir um comprovante. Se o candidato alterar as opções depois, deve gerar um novo comprovante atualizado.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
199,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,É obrigatório ter conta gov.br para entrar no Sisu?,"Sim. O acesso ao Sisu é feito com a conta gov.br, que é o login oficial do governo federal.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
200,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,Posso acessar o Sisu sem gov.br?,"Sim. O acesso ao Sisu é feito com a conta gov.br, que é o login oficial do governo federal.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
201,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,Quais dados eu uso para login no Sisu?,"Sim. O acesso ao Sisu é feito com a conta gov.br, que é o login oficial do governo federal.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
202,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,O Sisu aceita outro tipo de cadastro além do gov.br?,"Sim. O acesso ao Sisu é feito com a conta gov.br, que é o login oficial do governo federal.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
203,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,Sem conta gov.br eu consigo me inscrever?,"Sim. O acesso ao Sisu é feito com a conta gov.br, que é o login oficial do governo federal.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
204,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,Esqueci minha senha do gov.br. O que faço para entrar no Sisu?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
205,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,Preciso criar senha nova a cada edição do Sisu?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
206,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,A senha de edições anteriores ainda funciona?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
207,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,Onde recupero a senha do gov.br para usar no Sisu?,"O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
208,Alunos da jornada do ensino médio,gerado,acesso,informar,baixa,"Se eu não lembro a senha, tenho que fazer outra conta?","O acesso ao Sisu é feito com a conta gov.br. Em geral, não é preciso criar uma nova senha a cada edição; pode usar a mesma conta. Se esquecer a senha, a recuperação é feita pelos canais oficiais do gov.br.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
209,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Eu mesmo digito minha nota do Enem no Sisu?,Não é necessário digitar manualmente as notas do Enem. O sistema recupera as informações elegíveis automaticamente e calcula a nota de concorrência conforme os pesos do curso.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
210,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,O sistema puxa as notas sozinho?,Não é necessário digitar manualmente as notas do Enem. O sistema recupera as informações elegíveis automaticamente e calcula a nota de concorrência conforme os pesos do curso.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
211,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Preciso informar as notas manualmente na inscrição?,Não é necessário digitar manualmente as notas do Enem. O sistema recupera as informações elegíveis automaticamente e calcula a nota de concorrência conforme os pesos do curso.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
212,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Quem calcula minha nota de concorrência: eu ou o sistema?,Não é necessário digitar manualmente as notas do Enem. O sistema recupera as informações elegíveis automaticamente e calcula a nota de concorrência conforme os pesos do curso.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
213,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Minha nota aparece automaticamente no Sisu?,Não é necessário digitar manualmente as notas do Enem. O sistema recupera as informações elegíveis automaticamente e calcula a nota de concorrência conforme os pesos do curso.,"Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
214,Alunos da jornada do ensino médio,gerado,enem,informar,baixa,Existe nota mínima geral para entrar no Sisu?,"Não existe uma 'nota mínima única' para entrar no sistema. Mas algumas instituições ou cursos podem exigir notas mínimas ou pesos específicos em áreas do Enem. Se a nota não atender aos critérios do curso, o sistema informa que o candidato não pode concorrer àquela vaga.","Responder de forma clara, correta e em linguagem simples, sem inventar informações.",https://www.gov.br/mec/pt-br/sisu; https://acessounico.mec.gov.br/sisu/duvidas,#REF!
